processorNum iteration numProc time
4 3 32 1017740
5 3 32 1031574
6 3 32 1033718
7 3 32 1042451
8 3 32 1046636
9 3 32 1066420
10 3 32 1069745
11 3 32 1071664
12 3 32 1075424
13 3 32 1078160
14 3 32 1084512
15 3 32 1085779
16 3 32 1085817
17 3 32 1091410
18 3 32 1092034
19 3 32 1099442
20 3 32 1103307
21 3 32 1104800
22 3 32 1114169
23 3 32 1118753
24 3 32 1125054
25 3 32 1135712
26 3 32 1138202
27 3 32 1156653
28 3 32 1158441
29 3 32 1169270
30 3 32 1205784
31 3 32 1216889
32 3 32 1267405
1 1 8 1682427
2 1 8 1775967
3 1 8 2137992
4 1 8 2146243
5 1 8 2237841
6 1 8 2502204
7 1 8 2855599
8 1 8 3312971
1 1 8 1923585
2 1 8 2115313
3 1 8 2196466
4 1 8 2309700
5 1 8 2320467
6 1 8 2403585
7 1 8 2538816
8 1 8 2658166
1 1 8 2092026
2 1 8 2137007
3 1 8 2209059
4 1 8 2233752
5 1 8 2342602
6 1 8 2355480
7 1 8 2436804
8 1 8 2486390
1 1 8 2092567
2 1 8 2134791
3 1 8 2205899
4 1 8 2233420
5 1 8 2352441
6 1 8 2359454
7 1 8 2429301
8 1 8 2474419
1 1 8 2142018
2 1 8 2184296
3 1 8 2257944
4 1 8 2273914
5 1 8 2348409
6 1 8 2358455
7 1 8 2425016
8 1 8 2478876
1 1 8 2149310
2 1 8 2196614
3 1 8 2244366
4 1 8 2266794
5 1 8 2341367
6 1 8 2345223
7 1 8 2444580
8 1 8 2460299
1 1 8 2151535
2 1 8 2186769
3 1 8 2269868
4 1 8 2279507
5 1 8 2323679
6 1 8 2331141
7 1 8 2438442
8 1 8 2445220
1 1 8 2154117
2 1 8 2195982
3 1 8 2229753
4 1 8 2278773
5 1 8 2330556
6 1 8 2353140
7 1 8 2423697
8 1 8 2453662
1 1 8 2150970
2 1 8 2195485
3 1 8 2221471
4 1 8 2297194
5 1 8 2332129
6 1 8 2346424
7 1 8 2412059
8 1 8 2449261
1 1 8 2156460
2 1 8 2190015
3 1 8 2221786
4 1 8 2297276
5 1 8 2305513
6 1 8 2333464
7 1 8 2420496
8 1 8 2459015
1 2 8 1804668
2 2 8 1866318
3 2 8 1898331
4 2 8 2203726
5 2 8 2481811
6 2 8 2505464
7 2 8 2517731
8 2 8 3094200
1 2 8 2036479
2 2 8 2052478
3 2 8 2196746
4 2 8 2511656
5 2 8 2554518
6 2 8 2605993
7 2 8 2628678
8 2 8 2677042
1 2 8 2105696
2 2 8 2162678
3 2 8 2177581
4 2 8 2213691
5 2 8 2239437
6 2 8 2372196
7 2 8 2432687
8 2 8 2529666
1 2 8 2096654
2 2 8 2143999
3 2 8 2175312
4 2 8 2203959
5 2 8 2217732
6 2 8 2327910
7 2 8 2455987
8 2 8 2483732
1 2 8 2118416
2 2 8 2152076
3 2 8 2181889
4 2 8 2209061
5 2 8 2234342
6 2 8 2332823
7 2 8 2422258
8 2 8 2500180
1 2 8 2149082
2 2 8 2162977
3 2 8 2199995
4 2 8 2219729
5 2 8 2242134
6 2 8 2353792
7 2 8 2488164
8 2 8 2526083
1 2 8 2126536
2 2 8 2161659
3 2 8 2168510
4 2 8 2208808
5 2 8 2211648
6 2 8 2353870
7 2 8 2471848
8 2 8 2530138
1 2 8 2104955
2 2 8 2157974
3 2 8 2186120
4 2 8 2190637
5 2 8 2229161
6 2 8 2361164
7 2 8 2442560
8 2 8 2546205
1 2 8 2113815
2 2 8 2164942
3 2 8 2167476
4 2 8 2202062
5 2 8 2204600
6 2 8 2326382
7 2 8 2468011
8 2 8 2507609
1 2 8 2098226
2 2 8 2159425
3 2 8 2167408
4 2 8 2208928
5 2 8 2235851
6 2 8 2367112
7 2 8 2404703
8 2 8 2514943
1 3 8 1765660
2 3 8 1947248
3 3 8 1963074
4 3 8 2235938
5 3 8 2426521
6 3 8 2453009
7 3 8 2531517
8 3 8 3024097
1 3 8 1923625
2 3 8 2143443
3 3 8 2222524
4 3 8 2287544
5 3 8 2311376
6 3 8 2321235
7 3 8 2820877
8 3 8 2894407
1 3 8 2125759
2 3 8 2154388
3 3 8 2157906
4 3 8 2211863
5 3 8 2302867
6 3 8 2344145
7 3 8 2389232
8 3 8 2571061
1 3 8 2131834
2 3 8 2163397
3 3 8 2164308
4 3 8 2223027
5 3 8 2311563
6 3 8 2350972
7 3 8 2380521
8 3 8 2582322
1 3 8 2129075
2 3 8 2160689
3 3 8 2167249
4 3 8 2205541
5 3 8 2298139
6 3 8 2346890
7 3 8 2399562
8 3 8 2570724
1 3 8 2133488
2 3 8 2159127
3 3 8 2166568
4 3 8 2195455
5 3 8 2286532
6 3 8 2369146
7 3 8 2381737
8 3 8 2551711
1 3 8 2127089
2 3 8 2155013
3 3 8 2161164
4 3 8 2228956
5 3 8 2301757
6 3 8 2339440
7 3 8 2391802
8 3 8 2584596
1 3 8 2157345
2 3 8 2179174
3 3 8 2197528
4 3 8 2215962
5 3 8 2299539
6 3 8 2373402
7 3 8 2391771
8 3 8 2589335
1 3 8 2128596
2 3 8 2156770
3 3 8 2162067
4 3 8 2223531
5 3 8 2304916
6 3 8 2339337
7 3 8 2397095
8 3 8 2598269
1 3 8 2091189
2 3 8 2119553
3 3 8 2124273
4 3 8 2246879
5 3 8 2308118
6 3 8 2338295
7 3 8 2409167
8 3 8 2618724
1 1 4 5304855
2 1 4 5498700
3 1 4 5593942
4 1 4 7604935
1 1 4 5040866
2 1 4 5597244
3 1 4 6038372
4 1 4 6200063
1 1 4 4989677
2 1 4 5606697
3 1 4 6051859
4 1 4 6216292
1 1 4 5019590
2 1 4 5636095
3 1 4 6050901
4 1 4 6201100
1 1 4 5026721
2 1 4 5635292
3 1 4 6039071
4 1 4 6157292
1 1 4 4998482
2 1 4 5569626
3 1 4 6047337
4 1 4 6183597
1 1 4 4989564
2 1 4 5594222
3 1 4 6159591
4 1 4 6196389
1 1 4 4979552
2 1 4 5635779
3 1 4 6081015
4 1 4 6138486
1 1 4 5014049
2 1 4 5588955
3 1 4 6045609
4 1 4 6225932
1 1 4 5061550
2 1 4 5640326
3 1 4 6054551
4 1 4 6251919
1 2 4 5323897
2 2 4 5502017
3 2 4 5574242
4 2 4 7396199
1 2 4 4851599
2 2 4 5733705
3 2 4 6033518
4 2 4 6219009
1 2 4 4879735
2 2 4 5709115
3 2 4 6001865
4 2 4 6227375
1 2 4 4903064
2 2 4 5697478
3 2 4 6051772
4 2 4 6234548
1 2 4 4855399
2 2 4 5666366
3 2 4 6045311
4 2 4 6195981
1 2 4 4854015
2 2 4 5726363
3 2 4 6036664
4 2 4 6228079
1 2 4 4857710
2 2 4 5728755
3 2 4 6012854
4 2 4 6252380
1 2 4 4887540
2 2 4 5718766
3 2 4 6057506
4 2 4 6262602
1 2 4 4849331
2 2 4 5659485
3 2 4 6018942
4 2 4 6260502
1 2 4 4902882
2 2 4 5740349
3 2 4 6029830
4 2 4 6210644
1 3 4 5275587
2 3 4 5538662
3 3 4 5559105
4 3 4 7528195
1 3 4 5025413
2 3 4 5632367
3 3 4 6076871
4 3 4 6261879
1 3 4 5039912
2 3 4 5579887
3 3 4 6181766
4 3 4 6233440
1 3 4 5050841
2 3 4 5524388
3 3 4 6123889
4 3 4 6241715
1 3 4 5027927
2 3 4 5566826
3 3 4 6062676
4 3 4 6176709
1 3 4 5016949
2 3 4 5618181
3 3 4 6046269
4 3 4 6122607
1 3 4 4955265
2 3 4 5661715
3 3 4 6125429
4 3 4 6126836
1 3 4 4985123
2 3 4 5613915
3 3 4 6117595
4 3 4 6164191
1 3 4 4989509
2 3 4 5649102
3 3 4 6122779
4 3 4 6122914
1 3 4 5009989
2 3 4 5565774
3 3 4 6050985
4 3 4 6208426
1 1 2 11432541
2 1 2 14443077
1 1 2 11510184
2 1 2 14249800
1 1 2 11301508
2 1 2 14076744
1 1 2 11229033
2 1 2 13890137
1 1 2 11227956
2 1 2 13954416
1 1 2 11188089
2 1 2 13980064
1 1 2 11185550
2 1 2 13937233
1 1 2 11212535
2 1 2 13910562
1 1 2 11154697
2 1 2 13962773
1 1 2 11205099
2 1 2 13909750
1 2 2 11340881
2 2 2 14140528
1 2 2 11276258
2 2 2 14159879
1 2 2 11382844
2 2 2 14308147
1 2 2 11194633
2 2 2 14068766
1 2 2 11193598
2 2 2 14138693
1 2 2 11304718
2 2 2 14224567
1 2 2 11123769
2 2 2 14112906
1 2 2 11297091
2 2 2 14172818
1 2 2 11418822
2 2 2 14312166
1 2 2 11483831
2 2 2 14435877
1 3 2 11553008
2 3 2 14428799
1 3 2 11383562
2 3 2 14401625
1 3 2 11348822
2 3 2 14300678
1 3 2 11157658
2 3 2 14072573
1 3 2 11120167
2 3 2 13917547
1 3 2 11133424
2 3 2 14080661
1 3 2 11410347
2 3 2 14242167
1 3 2 11298101
2 3 2 14280895
1 3 2 11395818
2 3 2 14385332
1 3 2 11403339
2 3 2 14352784
1 2 1 13756762
1 2 1 13608848
1 2 1 13522334
1 2 1 13369106
1 2 1 13324871
1 2 1 13107344
1 2 1 13109753
1 2 1 13002640
1 2 1 13038214
1 2 1 12816781
1 3 1 14229903
1 3 1 14062615
1 3 1 14203298
1 3 1 13922526
1 3 1 13487516
1 3 1 13307863
1 3 1 13117226
1 3 1 13245746
1 3 1 13081922
1 3 1 13016213
